AMP ID,Project Title,Status,Donor,District,City
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Kaski,Pokhara
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Kathmandu,Kathmandu
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Rupandehi,Bhairahawa
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Sunsari,Inaruwa
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Surkhet,Surkhet
87238109651,Implementation UN Women supported components in local governance and community development programme(LGCDP),On-Going,Ministry of Federal Affairs and Local Development,Terhathum,Manglung
87238109650,Reinforcing Political Commitment for the Implementation of UNSCRs 1325 and 1820,Completed,United Nations Development Fund for Women,Kathmandu,Kathmandu
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Kanchanpur,Mahendara Nagar
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Kapilvastu,Taulihawa
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Kathmandu,Kathmandu
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Mahottari,Jaleswor
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Morang,Biratnagar
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Rupandehi,Bhairahawa
87238109467,Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors,Completed,United Nations Development Fund for Women,Surkhet,Surkhet
87238109465,Empowering Women Migrant Workers through Effective  Policy Response,Completed,United Nations Development Fund for Women,Kathmandu,Kathmandu
87238109654,Sustaining the gains of foreign labour migration through the protection of migrant workersÕ rights,Completed,United Nations Development Fund for Women,Kathmandu,Kathmandu
8.72381E+11,Conducting Baseline Survey on the Status on the Conflict Affected Women,,,,
8.72381E+11,Mainstreaming Gender in Institutional Practices of Political Parties,,,,
8.72381E+11,Mobilizing Media for Raising Awareness on Gender Based Violence,,,,
8.72381E+11,Sustaining the gains of foreign labour migration through the protection of migrant workersÕ rights-People Forum,,,,
87238109553,"Conducting Assessment of GBV Prevalence, Trends, Legal Recourse Focusing on Conflict and Transitional Period",,,,
87238109652,"Monitoring the Implementation of National Action Plan on UNSCRs 1325 and 1820, CEDAW and National Action Plan on Anti Trafficking - (NWC)",Completed," - National Women's Commission
 - United Nations Development Fund for Women",Kathmandu,Kathmandu
87238109551,"Capacity assessment, preparation of a capacity development plan, and capacity development activities on Gender Responsive Budgeting (GRB) and Aid Effectiveness",Completed,United Nations Development Fund for Women,Kathmandu,Kathmandu
8.72381E+11,Tracking Study of Gender Based Violence Cases in Nepal - (UCL),,,,
8.72381E+11,Development of a Booklet and Video on Sustaining the Gains of Foreign Labour Migration through the Protection of Migrant WorkersÕ Rights,,,,
8.72381E+11,Policy assistance for bio-secure agro-food supply chain enhanced market access and food security for the small holding rural sector,,,,
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Dhankuta,Dhankuta
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Gorkha,Gorkha
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Kaski,Pokhara
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Kavrepalanchok,Dhulikhel
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Lamjung,Bensi Sahar
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Syangja,Syangja
87238107445,Combating Citrus Decline Problem in Nepal,Completed,Food and Agriculture Organization,Tanahu,Damauli
87238956507,Trade Promotion Programme (TPP),,,,
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Banke,Nepalgunj
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Bardiya,Gulariya
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Chitwan,Bharatpur
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Dang Deukhuri,Ghorahi
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Ilam,Ilam
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Jhapa,Chandragadhi
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kailali,Dhangadhi
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Morang,Biratnagar
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Nawalparasi,Parasi
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Rolpa,Liwang
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Rupandehi,Bhairahawa
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Sindhuli,Sindhuli Madhi
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Sunsari,Inaruwa
8723895288,Support to Peace Process (STPP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Surkhet,Surkhet
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Banke,Nepalgunj
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Jhapa,Chandragadhi
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kapilvastu,Taulihawa
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kaski,Pokhara
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kathmandu,Kathmandu
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Lalitpur,Patan
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Morang,Biratnagar
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Parsa,Birgunj
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Rupandehi,Bhairahawa
8723895305,HIV prevention for Injecting Drug Users (Harm Reduction),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Sunsari,Inaruwa
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Gorkha,Gorkha
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kavrepalanchok,Dhulikhel
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Khotang,Diktel
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Okhaldhunga,Okhaldhunga
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Panchthar,Phidim
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Ramechhap,Manthali
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Sindhuli,Sindhuli Madhi
87238113561,Micro Hydro Power Debt Fund,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Udayapur,Gaighat
8723895298,Health Sector Support Programme (HSSP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Baitadi,Baitadi
8723895298,Health Sector Support Programme (HSSP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Bardiya,Gulariya
8723895298,Health Sector Support Programme (HSSP),On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Surkhet,Surkhet
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Chitwan,Bharatpur
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Dang Deukhuri,Ghorahi
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Kailali,Dhangadhi
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Makwanpur,Hetauda
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Palpa,Tansen
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Pyuthan,Pyuthan Khalanga
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Rupandehi,Bhairahawa
8723895291,Inclusive Development of the Economy (INCLUDE) Programme,On-Going,Deutsche Gesellschaft fŸr Internationale Zusammenarbeit,Surkhet,Surkhet
872381561,The Establishment of the Korea-Nepal Institute of Technology in Butwal,Completed,Korea International Cooperation Agency,Rupandehi,Bhairahawa
87238806739,Development Policy Credit,,,,
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Achham,Mangalsen
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Bajhang,Chainpur
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Bajura,Martadi
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Bhojpur,Bhojpur
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Dailekh,Dullu
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Darchula,Darchula
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Dhading,Dhading Besi
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Dholkha,Charikot
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Gorkha,Gorkha
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Ilam,Ilam
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Jajarkot,Khalanga
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Okhaldhunga,Okhaldhunga
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Panchthar,Phidim
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Pyuthan,Pyuthan Khalanga
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Ramechhap,Manthali
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Rolpa,Liwang
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Rukum,Musikot
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Sankhuwasabha,Khandbari
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Sindhupalchok,Chautara
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Solukhumbu,Salleri
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Taplejung,Taplejung
8723851508,Enhancement of sustainable production of lokta handmade paper in Nepal (CTR 152937),On-Hold,European Union,Terhathum,Manglung
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Bara,Kalaiya
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Bhaktapur,Bhaktapur
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Chitwan,Bharatpur
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Dhading,Dhading Besi
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Dhanusa,Janakpur
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Dholkha,Charikot
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Kathmandu,Kathmandu
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Kavrepalanchok,Dhulikhel
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Lalitpur,Patan
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Mahottari,Jaleswor
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Makwanpur,Hetauda
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Nuwakot,Bidur
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Parsa,Birgunj
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Ramechhap,Manthali
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Rasuwa,Dhunche
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Rautahat,Gaur
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Sarlahi,Malangwa
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Sindhuli,Sindhuli Madhi
8723851362,Strengthening the role of civil society in promoting human rights and democratic reform (CTR 158067),Completed,European Union,Sindhupalchok,Chautara
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Banke,Nepalgunj
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Bara,Kalaiya
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Bardiya,Gulariya
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Bhojpur,Bhojpur
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Chitwan,Bharatpur
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Dang Deukhuri,Ghorahi
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Dhankuta,Dhankuta
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Dhanusa,Janakpur
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Ilam,Ilam
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Jhapa,Chandragadhi
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Kailali,Dhangadhi
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Kanchanpur,Mahendara Nagar
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Kapilvastu,Taulihawa
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Khotang,Diktel
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Mahottari,Jaleswor
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Morang,Biratnagar
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Nawalparasi,Parasi
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Okhaldhunga,Okhaldhunga
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Panchthar,Phidim
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Parsa,Birgunj
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Rautahat,Gaur
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Rupandehi,Bhairahawa
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Sankhuwasabha,Khandbari
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Saptari,Rajbiraj
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Sarlahi,Malangwa
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Siraha,Siraha
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Sunsari,Inaruwa
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Taplejung,Taplejung
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Terhathum,Manglung
8723851366,Capacity Building Programme for Protecting Human Rights and Fundamental Freedoms in Nepal (CTR 159300),Completed,European Union,Udayapur,Gaighat
87238983370,Safe Passage: Making the mobility safe by reducing the vulnerability and impact of HIV and AIDS - Nepal (CTR 133554),On-Going,European Union,Dadeldhura,Dadeldhura
87238983370,Safe Passage: Making the mobility safe by reducing the vulnerability and impact of HIV and AIDS - Nepal (CTR 133554),On-Going,European Union,Doti,Dipayal
87238983370,Safe Passage: Making the mobility safe by reducing the vulnerability and impact of HIV and AIDS - Nepal (CTR 133554),On-Going,European Union,Kailali,Dhangadhi
8723851431,Equal access of Dalit women to health services (CTR 161787),On-Going,European Union,Bardiya,Gulariya
8723851431,Equal access of Dalit women to health services (CTR 161787),On-Going,European Union,Dailekh,Dullu
8723851431,Equal access of Dalit women to health services (CTR 161787),On-Going,European Union,Kapilvastu,Taulihawa
8723851431,Equal access of Dalit women to health services (CTR 161787),On-Going,European Union,Surkhet,Surkhet
8723851430,Establishment and operation of a safe birthing/new born care (SBNBCC) centre and providing outreach mother and child health services in Goljung Village of Rasuwa District (CTR 161797),On-Going,European Union,Rasuwa,Dhunche
8723851432,"Sustainable Water Supply, Hygiene, and Health Improvements for Highly Vulnerable Communities in Humla District, Mid-Western Nepal(CTR 161789)",On-Going,European Union,Humla,Simikot
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Bhojpur,Bhojpur
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Chitwan,Bharatpur
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Dailekh,Dullu
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Dhading,Dhading Besi
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Dhankuta,Dhankuta
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Ilam,Ilam
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Kalikot,Kalikot
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Myagdi,Beni
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Nawalparasi,Parasi
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Panchthar,Phidim
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Rupandehi,Bhairahawa
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Sankhuwasabha,Khandbari
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Surkhet,Surkhet
8723851435,Improving maternal and child health in Nepal (CTR 161832),Completed,European Union,Terhathum,Manglung
8723851437,Tackling Human Resources for Health (HRH) Crisis in Nepal through Informed Policy Decisions and Actions (CTR 230024),,,,
8723851436,Support to Health Workforce through Civil Society Engagement (CTR 229739),,,,
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Achham,Mangalsen
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Bajura,Martadi
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Dang Deukhuri,Ghorahi
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Doti,Dipayal
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Kailali,Dhangadhi
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Kalikot,Kalikot
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Kapilvastu,Taulihawa
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Nawalparasi,Parasi
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Panchthar,Phidim
8723851438,"Human Resource for Health mainstreamed in health system, through strengthened advocacy capacity of CSOs (CTR 230000)",On-Going,European Union,Sindhupalchok,Chautara
8723851364,Action for Social Inclusion of Children Affected by Armed Conflict in Nepal (ASIC) - CTR 204215,On-Going,European Union,Rolpa,Liwang
8723851364,Action for Social Inclusion of Children Affected by Armed Conflict in Nepal (ASIC) - CTR 204215,On-Going,European Union,Rukum,Musikot
8723851364,Action for Social Inclusion of Children Affected by Armed Conflict in Nepal (ASIC) - CTR 204215,On-Going,European Union,Salyan,Salyan Khalanga
8723851364,Action for Social Inclusion of Children Affected by Armed Conflict in Nepal (ASIC) - CTR 204215,On-Going,European Union,Surkhet,Surkhet
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Arghakhanchi,Sandhikharka
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Baglung,Baglung
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Banke,Nepalgunj
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Bara,Kalaiya
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Bardiya,Gulariya
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Chitwan,Bharatpur
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Dadeldhura,Dadeldhura
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Dang Deukhuri,Ghorahi
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Dhankuta,Dhankuta
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Dholkha,Charikot
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Jhapa,Chandragadhi
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Kailali,Dhangadhi
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Kanchanpur,Mahendara Nagar
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Kaski,Pokhara
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Kathmandu,Kathmandu
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Kavrepalanchok,Dhulikhel
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Lamjung,Bensi Sahar
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Makwanpur,Hetauda
8723851363,Realisation of the rights and the sustainable reintegration of children and youth formerly associated with armed forces and armed groups (CAAFAG) in Nepal (CTR 234074),On-Going,European Union,Morang,Biratnagar
